2026-07-16T21:35:51.015Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-07-16T21:35:51.017Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{},"clientInfo":{"name":"kilo","version":"7.4.9"}} | SUCCESS | RESPONSE: null
2026-07-16T21:35:51.017Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{},"clientInfo":{"name":"kilo","version":"7.4.9"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-07-16T21:35:51.022Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-07-16T21:35:51.023Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{},"clientInfo":{"name":"kilo","version":"7.4.9"}} | SUCCESS | RESPONSE: null
2026-07-16T21:35:51.023Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{},"clientInfo":{"name":"kilo","version":"7.4.9"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-07-16T21:36:21.023Z | notifications/cancelled | {"requestId":1,"reason":"McpError: MCP error -32001: Request timed out"} | Unknown method: notifications/cancelled | RESPONSE: null
2026-07-16T21:36:21.024Z | error | {"error":"Unknown method: notifications/cancelled","stack":"Error: Unknown method: notifications/cancelled\n    at FinalMCPServer.handleRequest (/home/cauan/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/server-final.js:974:17)\n    at Socket.<anonymous> (/home/cauan/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/server-final.js:1046:43)\n    at Socket.emit (node:events:509:28)\n    at addChunk (node:internal/streams/readable:563:12)\n    at readableAddChunkPushByteMode (node:internal/streams/readable:514:3)\n    at Readable.push (node:internal/streams/readable:394:5)\n    at Pipe.onStreamRead (node:internal/stream_base_commons:189:23)"} | Unknown method: notifications/cancelled | RESPONSE: null
2026-07-16T21:36:21.025Z | notifications/cancelled | {"requestId":1,"reason":"McpError: MCP error -32001: Request timed out"} | Unknown method: notifications/cancelled | RESPONSE: null
2026-07-16T21:36:21.025Z | error | {"error":"Unknown method: notifications/cancelled","stack":"Error: Unknown method: notifications/cancelled\n    at FinalMCPServer.handleRequest (/home/cauan/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/server-final.js:974:17)\n    at Socket.<anonymous> (/home/cauan/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/server-final.js:1046:43)\n    at Socket.emit (node:events:509:28)\n    at addChunk (node:internal/streams/readable:563:12)\n    at readableAddChunkPushByteMode (node:internal/streams/readable:514:3)\n    at Readable.push (node:internal/streams/readable:394:5)\n    at Pipe.onStreamRead (node:internal/stream_base_commons:189:23)"} | Unknown method: notifications/cancelled | RESPONSE: null
2026-07-16T21:36:23.030Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
